"COMID","totco2g_day","pred_total","totco2g_day_fill","pred_logw_m","stream_length_m","pred_stream_area_m2_fill"
"23781569",124550.017561644,123770.6328125,124550.017561644,0.296560129073385,4112,8141.89651696958
"23781571",67086.9040438356,58380.46484375,67086.9040438356,0.360739908419668,734,1684.0040373503
"23781573",59984.6213424658,55370.48046875,59984.6213424658,0.146041922592416,3530,4942.02337643861
"23781575",89486.2633972603,79951.75,89486.2633972603,0.211127236076152,3349,5446.7734907203
"23781577",426747.267369863,484316.09375,426747.267369863,0.654510467406665,2289,10331.1211887201
"23781579",287133.692876712,364338.96875,287133.692876712,0.583700255270275,305,1169.56966069053
"23781581",26474.9228794521,60400.66015625,26474.9228794521,0.0454158199096986,2089,2317.65376420635
"23781583",137073.474493151,168656.546875,137073.474493151,0.310191850084414,7241,14792.8974609439
"23781585",524344.557452055,591947.625,524344.557452055,0.715120014657341,1611,8359.74523024471
"23781587",14230.2426575342,26587.845703125,14230.2426575342,-0.0900042049873042,2723,2211.17936280535
"23781589",246445.100876712,305022.3125,246445.100876712,0.49369252478502,2450,7634.59412150133
"23781591",106109.738630137,105686.546875,106109.738630137,0.293377651807195,3615,7102.96472998966
"23781593",62804.7168493151,37427.98828125,62804.7168493151,0.211636941298148,636,1035.25712937415
"23781595",32702.4147205479,20655.28515625,32702.4147205479,0.0547054829573203,1832,2079.13977167696
"23781597",778322.622739726,709780.5,778322.622739726,0.748859642012737,3182,17845.8399743038
"23781599",120886.456027397,105797.3828125,120886.456027397,0.270947512257749,4703,8778.11033910945
"23781601",48807.8116438356,43678.26953125,48807.8116438356,0.0858618505728127,844,1029.08511797324
"23781603",93104.3644931507,79536.0546875,93104.3644931507,0.278671352758692,2711,5149.92459707182
"23781605",59297.2445178082,60070.1015625,59297.2445178082,0.179432325909118,3031,4583.58992536844
"23781607",25749.5678630137,21935.388671875,25749.5678630137,0.0526734906055595,2006,2267.0609425137
"23781609",125540.556164384,15081.05078125,125540.556164384,0.249119972735084,2897,5139.45618491333
"23781611",93880.9826547945,127947.2734375,93880.9826547945,0.359410031867312,879,2011.0131544121
"23781613",23975.773890411,34050.5859375,23975.773890411,-0.0699556252350293,1502,1276.38074826106
"23781615",140487.66830137,156890.953125,140487.66830137,0.374380506336228,4509,10678.5111276374
"23781617",27977.7565479452,27922.9140625,27977.7565479452,-0.00506779172087946,2237,2208.37123940777
"23781619",80256.9482465753,65998.203125,80256.9482465753,0.132055861326102,2284,3097.34664203869
"23781621",27030.6995178082,26330.619140625,27030.6995178082,-0.0117328254616349,2448,2385.49501665232
"23781623",68479.7050684932,68105.859375,68479.7050684932,0.25084204106088,3494,6222.41506299425
"23781625",13039.5728136986,19455.708984375,13039.5728136986,-0.143405368002211,1562,1119.55445494805
"23781627",88463.5311041096,88768.4609375,88463.5311041096,0.319590100624258,5257,10970.8217424829
"23781629",70595.1618657534,69878.53125,70595.1618657534,0.225944701552294,2494,4195.13055501443
"23781631",25497.8815643836,23117.9609375,25497.8815643836,-0.0451742073880397,1847,1664.89408642985
"23781633",51800.9060547945,45024.5,51800.9060547945,0.0919581874502277,1671,2067.02997911136
"23781635",113280.879567123,136193.703125,113280.879567123,0.368816829257352,481,1124.18812663293
"23781637",15799.5676783562,16453.8515625,15799.5676783562,-0.0752513865847658,1866,1569.5218976058
"23781639",160807.116739726,164401.578125,160807.116739726,0.355915705886717,5630,12779.0899979765
"23781641",188341.702931507,268322.96875,188341.702931507,0.466321397895668,1563,4573.81616237367
"23781643",46644.2393424657,33145.0625,46644.2393424657,0.10692640778056,2878,3677.95418204027
"23781645",87067.6726027397,124081.6171875,87067.6726027397,0.259676029509254,2842,5166.55488792237
"23781647",90201.7767123288,130323.34375,90201.7767123288,0.308531679577771,1307,2659.66697587244
"23781649",314145.883561644,287289.15625,314145.883561644,0.521440628968136,3368,11190.6010576919
"23781651",120510.436356164,133503.046875,120510.436356164,0.286876620851625,1288,2494.2652672484
"23781653",43600.4128109589,42958.73046875,43600.4128109589,0.0945219442112366,2133,2653.49654983473
"23781655",107541.024493151,82871.421875,107541.024493151,0.22305704654689,3138,5244.27875415509
"23781657",19037.0340739726,19796.197265625,19037.0340739726,-0.133977878398308,1437,1054.98887366576
"23781659",NA,457405.0625,457405.0625,0.520651422848065,860,2852.16671572343
"23781661",58858.0442712329,55733.5625,58858.0442712329,0.129152958355341,2627,3538.48564892042
"23781663",52828.3306109589,46499.74609375,52828.3306109589,0.271731745868169,2996,5602.92013083797
"23781665",52779.3991232877,58422.03125,52779.3991232877,0.141243525807165,3060,4236.83098833695
"23781667",197816.296684931,178386.671875,197816.296684931,0.412069756363973,2670,6894.22824247672
"23781669",132644.399835616,110227.734375,132644.399835616,0.262546427501371,3283,6009.4909292506
"23781671",47084.1193150685,43459.63671875,47084.1193150685,0.0805038194187169,2266,2724.82528321261
"23781673",61207.4039753425,64768.16796875,61207.4039753425,0.154040445607366,2457,3503.57238419429
"23781675",304098.041917808,221244.53125,304098.041917808,0.444599749091385,4917,13686.5643701205
"23781677",162291.752794521,149984.859375,162291.752794521,0.352367138108344,4446,10005.7880869356
"23781679",76201.0750684932,98293.9609375,76201.0750684932,0.191421699471445,2080,3231.81205389721
"23781681",152266.006520548,141350.4375,152266.006520548,0.435413035296424,2868,7814.62232839612
"23781683",168769.917953425,148490.484375,168769.917953425,0.483227126540693,288,876.098364385648
"23781685",6161.21089808219,1158.72290039062,6161.21089808219,0.0970572679056982,300,375.236048353964
"23781687",12965.2746,35199.08203125,12965.2746,-0.158318237698812,663,459.973192758766
"23781689",226674.26630137,250164.53125,226674.26630137,0.463293458103126,2412,7009.20994017511
"23781691",64301.9675013699,69162.9140625,64301.9675013699,0.232544011616767,3397,5802.95030121277
"23781693",NA,-49690.671875,0,-0.244665902117044,209,118.807127471994
"23781695",5662.01057753425,-22410.55859375,5662.01057753425,-0.385083036562293,409,167.842650620127
"23781697",NA,-8449.1669921875,0,0.0910971725556705,727,896.899328589192
"23781699",38974.6302493151,21828.953125,38974.6302493151,0.0777769635689551,683,816.816503567841
"23781701",24926.0563068493,17470.828125,24926.0563068493,0.0616785064827884,1231,1418.27318503577
"23781703",NA,-24383.849609375,0,0.0454158199096986,256,284.144907569754
"23781705",86424.1428493151,66882.5625,86424.1428493151,0.166779196337601,2263,3324.1489706405
"23781707",77234.571369863,62886.22265625,77234.571369863,0.123234170889831,1459,1938.01399391967
"23781709",7953.11962438356,6718.4169921875,7953.11962438356,-0.24844400487109,746,419.755032043446
"23781711",42161.877690411,61522.65234375,42161.877690411,0.158580195256758,1821,2622.9728781124
"23781713",20647.6666372603,24404.08984375,20647.6666372603,0.0150414491107232,1392,1441.33485269672
"23781715",11881.8863252055,3831.04370117188,11881.8863252055,-0.0788513002674144,1391,1160.43526942065
"23781717",52464.3756164384,57221.77734375,52464.3756164384,0.16049853993984,1137,1644.70120759065
"23781719",44527.9881452055,54206.44140625,44527.9881452055,0.0978961657477913,2664,3340.2074975294
"23781721",66632.4648493151,111010.4296875,66632.4648493151,0.337007298582619,1879,4083.21020442655
"23781723",70445.2717808219,72468.2578125,70445.2717808219,0.189185963264533,1039,1607.07924805176
"23781725",85985.5008739726,86108.3671875,85985.5008739726,0.285406492832759,4402,8489.66490301922
"23781727",80862.0401917808,61407.69921875,80862.0401917808,0.114837227694933,2676,3488.89977727679
"23781729",61063.9475342466,55338.23046875,61063.9475342466,0.111705672348589,2232,2888.88795969499
"23781731",71181.7728493151,59032.796875,71181.7728493151,0.112492591973194,2140,2770.26371182095
"23781733",24031.2574865753,15607.7958984375,24031.2574865753,0.262953558015229,720,1318.9523311717
"23781735",153414.390887671,140408.75,153414.390887671,0.473558455894512,2421,7202.69380906968
"23781737",68160.285509589,51598.39453125,68160.285509589,0.227849737841827,2852,4821.04848100093
"23781739",42031.3014246575,50653.5859375,42031.3014246575,0.131333584037607,3485,4714.72945257484
"23781741",177262.266082192,143222.671875,177262.266082192,0.406927519271577,3854,9838.53013886451
"23781743",30940.1927671233,43005.265625,30940.1927671233,-0.0825088103992051,1663,1373.73712581632
"23781745",99196.3882191781,94853.0546875,99196.3882191781,0.170466399643192,2124,3146.67901954972
"23781747",31080.856290411,55166.296875,31080.856290411,0.0858618505728127,725,883.181091065924
"23781749",27541.4220821918,43048.57421875,27541.4220821918,-0.105775152525001,1097,858.573408552639
"23781751",31421.9133945206,29174.615234375,31421.9133945206,0.00140841594055102,1745,1750.66821676259
"23781753",33110.4593589041,43175.87890625,33110.4593589041,0.0390061352109046,1042,1140.28825876867
"23781755",200762.286493151,150302.5,200762.286493151,0.393771546060456,1953,4836.83187289884
"23781757",156558.080547945,178997.109375,156558.080547945,0.291231117568274,1418,2772.36131841205
"23781759",73018.433260274,75550.6875,73018.433260274,0.175291945832482,4585,6862.58903083034
"23781761",50257.4239726027,60075.6796875,50257.4239726027,0.0162414297905492,1826,1895.42364942125
"23781763",56669.7602465754,57570.9921875,56669.7602465754,0.0740898098226993,1498,1778.2069509555
"23781765",33644.5525479452,49663.48828125,33644.5525479452,-0.0977537070798369,1530,1219.62750340317
"23781767",NA,128365.0234375,128365.0234375,0.0978961657477913,396,495.828655525341
"23781769",77633.8734246575,103332.0703125,77633.8734246575,0.112492591973194,633,820.496836615447
"23781771",118887.490684931,167903.890625,118887.490684931,0.22354086250791,5058,8463.19185558501
"23781773",116638.231643836,104720.125,116638.231643836,0.246074781924231,1759,3100.0996473404
"23781775",84305.2769589041,92444.390625,84305.2769589041,0.168630231748773,1861,2744.49612274628
"23781777",43103.0018630137,64527.21484375,43103.0018630137,0.112492591973194,132,171.154522377529
"23781779",24401.5609315069,33042.21875,24401.5609315069,-0.107825276518502,1070,834.595641857663
"23781781",113046.890958904,99935.9765625,113046.890958904,0.174095074983046,2946,4398.49209754078
"23781783",126867.396164384,120859.1953125,126867.396164384,0.363376675340298,4625,10677.3828866286
"23781785",51558.8094246575,67463.8515625,51558.8094246575,0.0506232746811373,3511,3944.40964869656
"23781787",60505.5916438356,57133.7578125,60505.5916438356,0.107729922700124,1702,2181.61289984483
"23781789",75472.6287945205,57029.5625,75472.6287945205,0.12173021629014,618,818.346782178935
"23781791",186618.666657534,220508.5,186618.666657534,0.418750946591644,3777,9904.48906613424
"23781795",NA,110956.1640625,110956.1640625,0.221599424590459,314,523.285342315185
"23781797",NA,-32930.56640625,0,0.217169951558729,439,723.809922336044
"23781799",117776.05890411,104976.28125,117776.05890411,0.189746950501982,1621,2510.20500355003
"23781801",NA,29400.505859375,29400.505859375,0.0464668437572803,217,241.592704340413
"23781803",60368.8244383562,64655.23046875,60368.8244383562,0.088494497928453,3086,3779.89702943208
"23781805",52930.8096164384,57138.43359375,52930.8096164384,0.0876203131057534,1592,1948.19953091821
"23781807",57922.4002684932,57799.734375,57922.4002684932,0.150076163827745,2863,4044.68013412338
"23781809",36538.9184646575,143931.046875,36538.9184646575,0.614700968973554,331,1363.17790506295
"23781811",NA,55614.3515625,55614.3515625,0.480887226537604,205,620.253110362909
"23781813",78557.2775342466,76849.90625,78557.2775342466,0.129882147179425,1291,1741.56383153351
"23781815",28175.466509589,43509.109375,28175.466509589,0.0928159716332965,2667,3299.67019932545
"23781817",24971.8231561644,20862.77734375,24971.8231561644,0.0759408202543748,2048,2440.41823843902
"23781819",59542.474520548,58238.16015625,59542.474520548,0.0324115393667025,2150,2317.1891305787
"23781821",80507.4258082192,87430.75,80507.4258082192,0.168014883756948,2626,3866.75426420526
"23781823",118848.152630137,100686.7578125,118848.152630137,0.269766094350049,2629,4893.01357743751
"23781825",5257.98494547945,21033.076171875,5257.98494547945,-0.314197670982848,448,217.284900212572
"23781827",44750.4419506849,121808.421875,44750.4419506849,0.30211073437637,164,328.765339401615
"23781829",221166.418356164,204249.96875,221166.418356164,0.426638173019319,2486,6639.31682949923
"23781831",227354.44109589,178616.359375,227354.44109589,0.423838067040343,2429,6445.54351341463
"23781833",NA,73860.3671875,73860.3671875,0.310522442316274,135,276.023074389823
"23781835",105283.453150685,80773.28125,105283.453150685,0.146719259446593,4040,5660.79366459992
"23781837",38116.7556986301,51424.2265625,38116.7556986301,0.0400869740377081,611,670.880513374461
"23781839",4267.52889945205,8786.205078125,4267.52889945205,0.166779196337601,258,379.028029084708
"23781841",68091.7788493151,84899.1484375,68091.7788493151,0.221599424590459,1367,2276.05442188802
"23781843",NA,4695.759765625,4695.759765625,-0.00771053306858664,288,283.070428227157
"23781845",31006.921890411,44767.49609375,31006.921890411,-0.0389956597277579,1128,1029.89917135356
"23781847",142.078095123288,-4321.626953125,142.078095123288,-0.203617399080761,277,172.850011418499
"23781849",84279.7167123288,63651.73828125,84279.7167123288,0.148739311420597,970,1365.4304378523
"23781851",1919.68947123288,5425.78369140625,1919.68947123288,0.130609017507897,242,326.65575213335
"23781853",NA,-8823.498046875,0,0.110123659914873,320,412.01044070046
"23781855",26247.3765123288,13120.521484375,26247.3765123288,0.0221486313407372,1747,1840.67625079284
"23781857",93410.9408219178,77290.7578125,93410.9408219178,0.164287601477521,2237,3264.82284318596
"23781859",NA,182982.984375,182982.984375,0.0357326155608267,606,658.384852566719
"23781861",75583.3989041096,81773.4609375,75583.3989041096,0.164913050677302,2969,4339.89800012698
"23781863",73964.0419726027,75940.3984375,73964.0419726027,0.135633409132113,3159,4313.90371748271
"23781865",94326.1093150685,82988.625,94326.1093150685,0.152066897673213,1807,2565.13912430635
"23781867",50899.5065753425,43465.953125,50899.5065753425,0.0138351363838601,1642,1693.8282731596
"23781869",50543.9235616438,46252.29296875,50543.9235616438,-0.0199961596454873,1973,1885.19032427443
"23781871",27854.6510958904,43271.6171875,27854.6510958904,-0.0420640608611209,1071,971.336903113015
"23781873",234019.405479452,187615.84375,234019.405479452,0.437128302198811,1612,4410.74881464128
"23781875",NA,183555.5625,183555.5625,0.196373567286455,619,973.463988424166
"23781877",81516.0769315068,90927.9921875,81516.0769315068,0.247819854762494,852,1507.97498777914
"23781879",37507.2679726027,43898.6328125,37507.2679726027,-0.0734724670611996,1793,1512.02104691599
"23781881",NA,73937.3046875,73937.3046875,0.259676029509254,429,780.091778114975
"23781883",NA,3363.77124023438,3363.77124023438,0.268578539285204,64,118.753757314042
"23781885",89134.1202739726,70385.1015625,89134.1202739726,0.111705672348589,2720,3515.33681182509
"23781887",79474.8209589041,102360.5,79474.8209589041,0.267384782968261,4178,7730.03751500681
"23781889",51498.0420821918,48503.0546875,51498.0420821918,-0.0130894717456467,2319,2247.75088357313
"23781891",77563.4367123288,93135.4296875,77563.4367123288,0.0840897569397144,1845,2240.54060397513
"23781893",NA,142760.375,142760.375,-0.15576421946385,419,292.392838012299
"23781895",65303.1078082192,76162.7421875,65303.1078082192,0.0636323476518527,4568,5292.84214281654
"23781897",37802.8968493151,50484.6875,37802.8968493151,-0.0843597458964358,1909,1572.11151403099
"23781899",103160.778082192,80225.421875,103160.778082192,0.210616391872577,2270,3685.26142847929
"23781901",12465.5408219178,57520.16796875,12465.5408219178,0.574101240602392,636,2385.34992880705
"23781903",NA,141873.671875,141873.671875,0.681729780006998,454,2181.7672949043
"23781929",NA,6197923,6197923,1.57822735719414,63,2385.4367551885
"23781933",NA,6943549,6943549,1.57624340051183,742,27967.0916605626
"23781939",NA,37109128,37109128,1.57916601971659,2772,105186.316199062
"23781945",NA,12300785,12300785,1.57919043271154,286,10853.1665051189
"23781963",4.33308493150685,-16063.2939453125,4.33308493150685,-0.171534713505986,2233,1502.29271378082
"23781969",NA,11304802,11304802,1.57862054511719,548,20768.3074128108
"23781971",NA,5360414,5360414,1.57862698519025,266,10081.1162267869
"23781973",NA,9362710,9362710,1.5786334250819,361,13681.7177556697
"23781975",NA,5456707.5,5456707.5,1.57863471303846,217,8224.21484140764
"23781977",NA,10829228,10829228,1.57865274366843,502,19026.3929006679
"23781981",NA,4370050.5,4370050.5,1.57919171753379,61,2314.84306088095
"23781985",NA,4821391.5,4821391.5,1.57865274366843,64,2425.67558892977
"23782007",NA,13391705,13391705,1.57970891396044,334,12689.8176310791
"23782011",NA,31240524,31240524,1.57969865840888,2066,78492.6471068342
"23782013",NA,300688.9375,300688.9375,1.57622257562652,111,4183.55568884259
"23782015",NA,6368318.5,6368318.5,1.57622257562652,542,20427.8124626368
"23782017",NA,10503007,10503007,1.57621736910877,621,23405.0174514171
"23782019",NA,16297233,16297233,1.57619914536278,2485,93653.8290859666
"23782041",NA,11289862,11289862,1.57823896914903,382,14464.4635716782
"23782045",NA,16464085,16464085,1.57859220664022,2913,110390.751854873
"23785607",NA,2883973.25,2883973.25,1.67421323255216,140,6612.12850204319
"23785609",6550192.74739726,6816098.5,6550192.74739726,1.67420984107232,509,24039.6368727589
"23785611",2411109.74087671,2342358,2411109.74087671,1.67399522767483,181,8544.2513304811
"23785613",NA,2715457.75,2715457.75,1.67398843819324,113,5334.17192147521
"23785615",2073293.56767123,2375691.5,2073293.56767123,1.67398249723144,308,14538.961966534
"23785617",14791158.7150685,14951787,14791158.7150685,1.67397061484463,1101,51970.6242970915
"23785619",NA,7422032,7422032,1.67314667954678,187,8810.25213105734
"23785621",NA,9835432,9835432,1.67256670104495,238,11198.0828202077
"23785623",NA,10038206,10038206,1.67254022574773,216,10162.3417922222
"23785625",NA,8686778,8686778,1.67251203899719,319,15007.3169633707
"23785627",11413877.1369863,10710851,11413877.1369863,1.67249666294104,617,29025.6637697556
"23785629",NA,193126.46875,193126.46875,0.653112254739026,82,368.890996414137
"23785631",3612.30863013699,16505.306640625,3612.30863013699,0.652964575757134,2929,13173.3806906362
"23785633",3044.79762739726,-3165.42724609375,3044.79762739726,0.622174414261568,3329,13946.5865222347
"23785635",1829.64254794521,-12660.4189453125,1829.64254794521,0.541780193304578,3447,12001.8419601562
"23785637",1443.20243835616,278596.84375,1443.20243835616,0.51786754626352,2624,8645.71068429638
"23785639",NA,-48860.80078125,0,0.273680639995707,195,366.063194978827
"23785641",NA,275985.90625,275985.90625,0.271731745868169,4473,8360.3590517102
"23785643",NA,13255028,13255028,1.66981659592232,377,17626.162996436
"23785645",NA,17007486,17007486,1.63514011720157,923,39842.0547282326
"23785647",9685270.1030137,10042458,9685270.1030137,1.58981078634749,828,32198.8810508219
"23785649",NA,10950554,10950554,1.58977521501062,451,17536.8350533289
"23785651",12044963.229863,11434693,12044963.229863,1.58971141806024,813,31608.3993379566
"23785653",1347596.99490411,1615546.625,1347596.99490411,1.58958990924612,88,3420.36416841023
"23785655",18650203.4958904,19893498,18650203.4958904,1.58915489406444,1649,64028.831221318
"23785657",47786421.9369863,46930456,47786421.9369863,1.58878312396988,3401,131944.025913245
"23785659",52452915.7808219,49936108,52452915.7808219,1.58783125119118,2917,112919.270513786
"23785661",5500361.37369863,6220663.5,5500361.37369863,1.58742014168291,527,20381.2332597747
"23785663",32982963.1643836,32993950,32982963.1643836,1.58735568401858,2482,95974.7583427924
"23785665",39032970.2465753,38769824,39032970.2465753,1.58178894418578,2861,109221.250601716
"23785667",5977931.49369863,6368923,5977931.49369863,1.58148132365487,415,15831.7801767992
"23785669",4109705.51395069,4159266.75,4109705.51395069,1.58108156166617,395,15054.9381571559
"23785671",20949054.3452055,20526166,20949054.3452055,1.58044610721497,1859,70749.7541012401
"23785673",1839252.83013699,1689192.25,1839252.83013699,1.58006244904624,100,3802.43912408196
"23785675",2171706.6849863,2622901,2171706.6849863,1.58005860921115,418,15894.0774945742
"23785677",5946494.68767123,6911219.5,5946494.68767123,1.57922640500546,864,32789.868287716
"23785679",3576431.66380274,3744355.75,3576431.66380274,1.57909662117767,272,10319.6525490766
"23785681",57828079.709589,54949148,57828079.709589,1.57907991097516,5237,198683.524293934
"23785683",8671703.51128767,10419462,8671703.51128767,1.57764859319603,584,22083.1765112921
"23785685",NA,21004212,21004212,1.56363955885938,672,24604.1561351663
"23785687",46365380.630137,45142600,46365380.630137,1.56123120338057,3807,138616.215798516
"23785689",465613.879808219,889943.0625,465613.879808219,1.56060631588499,27,981.681317604649
"23785691",11675939.670411,11233166,11675939.670411,1.56060352859707,739,26868.7872496606
"23785693",739846.054413699,976839.5,739846.054413699,1.56052965308166,57,2072.07080853314
"23785695",7120802.67616438,7850811.5,7120802.67616438,1.56052547073472,656,23846.7492249583
"23785697",NA,7417698.5,7417698.5,1.55494268220908,254,9115.42631028307
"23785699",23724352.4383562,22658338,23724352.4383562,1.55493839638911,2509,90040.7374756567
"23785701",21273712.7309589,20711946,21273712.7309589,1.55461100808417,1673,59993.867998223
"23785703",NA,18782568,18782568,1.54484117585522,491,17215.6205942078
"23785705",NA,24652606,24652606,1.54444365678544,626,21928.9758346543
"23785707",NA,11518374,11518374,1.54297462461169,565,19725.2410765031
"23785709",43446302.9005479,41945084,43446302.9005479,1.54293999836047,4532,158208.729001813
"23785711",4978566.52980822,5059144,4978566.52980822,1.54095150695339,503,17479.1232170494
"23785713",21671997.0739726,21760650,21671997.0739726,1.54000335817252,2493,86442.0650557132
"23785715",15496672.5567123,15979777,15496672.5567123,1.53390011201358,2200,75218.1778516132
"23785717",31855027.660274,30720610,31855027.660274,1.53214221091888,3201,109000.502644027
"23785719",4761848.22969863,4698682,4761848.22969863,1.53082200112757,512,17381.7170727044
"23785721",2483213.66794521,2962806.5,2483213.66794521,1.03513965931656,5050,54755.7395925131
"23785723",2216132.1460274,2177103,2216132.1460274,0.995069536077108,2822,27901.9241321377
"23785725",733621.595178082,809586.5625,733621.595178082,0.896861394729805,1949,15370.3373518679
"23785727",650883.435106849,633288,650883.435106849,0.875288695261757,1513,11353.3418069214
"23785729",598326.746473973,554634.375,598326.746473973,0.845244699826673,1110,7772.64714934334
"23785731",595942.82169863,563203.8125,595942.82169863,0.826603665355336,2190,14690.7620451787
"23785733",544188.330821918,622541.5625,544188.330821918,0.802536667258085,1261,8003.0653143283
"23785735",477850.759183562,457646.1875,477850.759183562,0.76981685099433,2043,12025.506612026
"23785737",NA,145834.890625,145834.890625,0.736949540357933,138,753.084956767675
"23785739",390021.039780822,372510.96875,390021.039780822,0.723301224197725,996,5266.73608472433
"23785741",313206.918131507,335123.78125,313206.918131507,0.6898551934834,2209,10815.9986105618
"23785743",NA,175831.421875,175831.421875,0.619111528858057,204,848.695646425651
"23785745",224757.110268493,216913.640625,224757.110268493,0.585988829937506,2136,8234.337960553
"23785747",143276.012058082,133887.421875,143276.012058082,0.496931045841614,648,2035.04154166894
"23785749",46856.7118027397,63197.359375,46856.7118027397,0.432137547529299,62,167.685033925527
"23785751",111080.130534247,111079.484375,111080.130534247,0.363638687030066,1800,4157.10222422471
"23785753",60818.9285753425,63376.44140625,60818.9285753425,0.139155832435434,1515,2087.99376901217
"23785755",788517.553972603,729818.0625,788517.553972603,0.734118613630956,2560,13879.5259662522
"23785757",296998.356082192,306976.65625,296998.356082192,0.702866138672293,5935,29942.0900140125
"23785759",234285.413852055,241300.015625,234285.413852055,0.576280935610469,2055,7746.43816975384
"23785761",170305.27089863,175900.765625,170305.27089863,0.489805077428363,501,1547.75820015726
"23785763",156706.847260274,228583.390625,156706.847260274,0.436367549774518,979,2674.41214160813
"23785765",171675.329506849,159379.453125,171675.329506849,0.340800446735447,3907,8561.86958847776
"23785767",6192639.79561644,6448523,6192639.79561644,1.5030009298402,583,18563.8998012553
"23785769",9261147.39764384,9488273,9261147.39764384,1.50278387186296,1476,46975.33332276
"23785771",NA,6040292,6040292,1.50185411377448,126,4001.51875827567
"23785773",NA,7269790,7269790,1.50096036237016,1415,44845.3237915269
"23785775",2527509.92432877,2638038.5,2527509.92432877,1.29358084872553,1225,24083.3522274444
"23785777",593648.534136986,1478352.625,593648.534136986,1.29199787932788,2085,40841.5634779702
"23785779",7391091.62383562,7128299.5,7391091.62383562,1.29037660521515,1243,24257.6149155575
"23785781",7245479.06630137,7282176.5,7245479.06630137,1.28744467025054,871,16883.5473408312
"23785783",NA,8838272,8838272,1.28573037557297,1128,21779.1888882077
"23785785",12220216.709589,11275597,12220216.709589,1.28343696050386,2561,49186.4745680161
"23785787",10413418.7054795,9679742,10413418.7054795,1.28000067587325,1638,31211.5532370855
"23785789",6275138.63671233,6308672,6275138.63671233,1.27264523904491,1391,26059.797878527
"23785791",NA,5454252.5,5454252.5,1.26902656596457,1468,27274.1593857532
"23785793",7337359.81931507,6978247,7337359.81931507,1.26420085358963,1043,19163.9063931371
"23785795",NA,4902829,4902829,1.26204010314525,391,7148.52006139279
"23785797",NA,3329322.5,3329322.5,1.26021683045379,214,3896.11154052089
"23785799",2398402.68320548,2788720.5,2398402.68320548,1.25926065919691,258,4686.82289249649
"23785801",NA,2246286,2246286,1.25316015063922,19,340.340048422781
"23785803",7288300.14534247,6709591.5,7288300.14534247,1.25125896881688,1368,24397.5914038729
"23785805",6118420.35534247,6193564,6118420.35534247,1.24709567048694,902,15933.2049185684
"23785807",NA,4263480,4263480,1.24507668065989,373,6558.17945211726
"23785809",1516161.62178082,1554451,1516161.62178082,0.997978424792388,2180,21698.3521437909
"23785811",1585917.20153425,1632793.625,1585917.20153425,0.988390221107563,1186,11547.0033083014
"23785813",1645277.98849315,1541029.125,1645277.98849315,0.97303598833359,4625,43466.0053190541
"23785815",1317304.0159726,1298723,1317304.0159726,0.930392229546503,3570,30413.159742268
"23785817",586379.83230411,736600.625,586379.83230411,0.777869537213217,2237,13413.8908196479
"23785819",237450.689054794,244657.71875,237450.689054794,0.652446946752344,175,786.086230121873
"23785821",472944.127315069,439711.90625,472944.127315069,0.635471173038244,2898,12518.859630852
"23785823",132509.645753425,138500.46875,132509.645753425,0.467820459849411,236,692.900744677403
"23785825",168390.494958904,132539.671875,168390.494958904,0.324924974371401,4013,8480.51152803599
"23785827",3470563.28021918,3746228,3470563.28021918,1.15012072176537,854,12066.5035877977
"23785829",5122753.29863014,5288747,5122753.29863014,1.09819372437525,5328,66797.2483672789
"23785831",4174418.83890411,4081726.25,4174418.83890411,1.0783185348735,918,10994.176629312
"23785833",4656807.72739726,4749564.5,4656807.72739726,1.0712109879652,2963,34909.3442633922
"23785835",2287956.49208219,2259415.75,2287956.49208219,1.05267441568918,1684,19011.7077981023
"23785837",2339652.08917808,2235618,2339652.08917808,1.04566468467808,1531,17007.4140435089
"23785839",NA,1811673,1811673,1.03568034901191,1020,11073.3739628124
"23785841",2057231.1609863,1953635.125,2057231.1609863,1.02505145198245,1505,15943.6040823202
"23785843",NA,839681.1875,839681.1875,1.01474036945665,100,1034.51086894167
"23785845",NA,702892.375,702892.375,1.01280487770894,183,1884.73703172111
"23785847",1281729.75328767,1257379.625,1281729.75328767,0.936606009957675,2166,18718.4372722243
"23785849",1289545.14542466,1215090.5,1289545.14542466,0.924883346782335,1352,11372.5600773522
"23785851",800625.753863014,812951.5,800625.753863014,0.865035262825233,1375,10077.4198592293
"23785853",235014.496045479,278941.0625,235014.496045479,0.854911759241587,171,1224.37968078882
"23785855",237334.081232877,387059.03125,237334.081232877,0.849379790781078,369,2608.52247155164
"23785857",625811.537564384,601263.4375,625811.537564384,0.845085380372336,681,4766.70360363623
"23785859",570776.338586301,581434.625,570776.338586301,0.798273649210755,961,6039.22748699525
"23785861",256874.340073973,199290.5,256874.340073973,0.613562965494948,789,3240.44000782021
"23785863",199447.144912603,139538.5,199447.144912603,0.581489535022493,113,431.065973921204
"23785865",144878.565641096,164401.453125,144878.565641096,0.553488159985833,1511,5403.73956050113
"23785867",86418.9496490137,105944.53125,86418.9496490137,0.445150385950837,209,582.619010131104
"23785869",78870.0977260274,82638.3984375,78870.0977260274,0.398541431950594,615,1539.40750484503
"23785871",35385.2952986301,50672.2734375,35385.2952986301,0.0674906358397612,2425,2830.09037713828
"23785873",480627.187726027,400798.90625,480627.187726027,0.653481035359171,3507,15791.07304322
"23785875",259308.229479452,214017.921875,259308.229479452,0.558567262984376,674,2439.10506599147
