"COMID","totco2g_day","pred_total","totco2g_day_fill","pred_logw_m","stream_length_m","pred_stream_area_m2_fill"
"23762655",10278324.2876712,9481171,10278324.2876712,1.35276750997342,2989,67343.3964700877
"23762657",2645388.06575342,3085764.25,2645388.06575342,1.34962923930679,4862,108754.150942763
"23762659",NA,6229758,6229758,1.34320599178906,3197,70460.7024977297
"23762661",6611980.55342466,6595311.5,6611980.55342466,1.34124983816906,7675,168394.101985026
"23762663",9714285.83835617,9433105,9714285.83835617,1.33389300396369,4841,104430.837970384
"23762665",NA,6014461.5,6014461.5,1.33133523922037,2117,45400.069235717
"23762667",NA,3468080.75,3468080.75,1.32899048456236,865,18450.4701192342
"23762669",175234.68,330243.90625,175234.68,1.08670098474451,2766,33771.7098788135
"23762671",1559967.96164384,1523576.5,1559967.96164384,1.06232779611242,3657,42213.8272205657
"23762673",502484.146027397,633644.9375,502484.146027397,1.05597995189543,1096,12467.9904591469
"23762675",356134.024931507,357868.75,356134.024931507,1.04771013877654,31,345.995135851599
"23762677",221789.080273973,396452,221789.080273973,1.05106181578127,2963,33326.5104710686
"23762679",11182.0307334247,345721.34375,11182.0307334247,1.03710220611237,1338,14573.1107156663
"23762681",2490080.87671233,2466466.5,2490080.87671233,1.03207949465415,1099,11832.4915328238
"23762683",2062081.96438356,2031046.5,2062081.96438356,1.00036646014354,2294,22959.3736143904
"23762685",1454546.24136986,1481058.75,1454546.24136986,0.928452624148048,1068,9057.75473256601
"23762687",2216699.85205479,2242505,2216699.85205479,0.90663743306637,1357,10945.191598334
"23762689",1660369.32328767,1741413.5,1660369.32328767,0.895510417993946,911,7161.69392265768
"23762691",1796919.5630137,1737326.25,1796919.5630137,0.865560462168863,1581,11600.8706236628
"23762693",1218939.32819178,1235731.125,1218939.32819178,0.85159007984491,1331,9457.13895750228
"23762695",573273.906254795,627502.0625,573273.906254795,0.845308396532555,1043,7304.74071933533
"23762697",604164.872564384,592556.75,604164.872564384,0.802690198097024,4001,25402.0475949182
"23762699",431746.623928767,413295.625,431746.623928767,0.757390222123471,1630,9323.46529853825
"23762701",357500.24196411,357771.78125,357500.24196411,0.711375061965541,788,4054.20641158337
"23762703",419477.714556164,314182.8125,419477.714556164,0.697580187713891,1058,5273.28998507853
"23762705",406084.49390137,342212.96875,406084.49390137,0.677191034340079,1267,6025.52491365714
"23762707",186846.795563836,213079.96875,186846.795563836,0.658005165774854,321,1460.47072804497
"23762709",315269.278610959,379700.15625,315269.278610959,0.599445827760013,2514,9995.60841883006
"23762711",216206.834284932,415925.875,216206.834284932,0.526505109497843,664,2231.83926644036
"23762713",202321.953961644,154380.28125,202321.953961644,0.491757064202506,1066,3307.50730670724
"23762715",164494.153191781,130261.078125,164494.153191781,0.432912483380084,1633,4424.59499724181
"23762717",119551.9056,106317.296875,119551.9056,0.350710572645991,3100,6949.89165263427
"23762719",35608.0396191781,70013.7890625,35608.0396191781,0.0233119730930631,1876,1980.87876810297
"23762721",NA,2888916.75,2888916.75,1.2315351054249,1911,32568.4408644078
"23762723",NA,1749499.125,1749499.125,1.22944443652764,208,3537.12190864529
"23762725",938534.564383562,1170846.375,938534.564383562,1.22941476994289,453,7682.71341851768
"23762727",NA,1116475.125,1116475.125,1.22927231672158,72,1220.93885860703
"23762729",4110429.95342466,3971677,4110429.95342466,1.22927231672158,1040,17632.0956923658
"23762731",NA,3191788,3191788,1.2151977272019,4832,79309.420961622
"23762733",1545327.16438356,1832613,1545327.16438356,1.20919022711156,1728,27972.6936698376
"23762735",8488917.22191781,7527828,8488917.22191781,1.20487118921197,4955,79417.4560004866
"23762737",NA,4724134,4724134,1.1982764715617,371,5856.67505936475
"23762739",NA,3987998.5,3987998.5,1.19598719754799,752,11808.8212594882
"23762741",6640593.73972603,6368088.5,6640593.73972603,1.17986927164882,2107,31881.0021676914
"23762743",NA,2494294,2494294,1.17366910703222,2027,30235.8705359556
"23762745",11605.9977558904,132551.046875,11605.9977558904,1.13956461675499,982,13541.7744854363
"23762747",60769.9522931507,359091.53125,60769.9522931507,1.13858677455192,564,7760.05535337243
"23762749",3665068.67424658,3283551.25,3665068.67424658,1.10215181025225,1034,13082.0457061853
"23762751",NA,2560902.75,2560902.75,1.09465856557439,1653,20555.4166301511
"23762753",1989364.58712329,2067227.625,1989364.58712329,1.08696669180183,1660,20280.4687403978
"23762755",2662311.40027397,2617562.75,2662311.40027397,1.05327782267772,1791,20247.6889266011
"23762757",1759304.29315069,1804448.25,1759304.29315069,1.01586062635598,2769,28720.2930921561
"23762759",44383.2877315068,167143.0625,44383.2877315068,1.00072171683187,217,2173.62124880964
"23762761",3243353.45753425,2776382,3243353.45753425,0.947634673437038,2264,20068.7374444157
"23762763",428417.897589041,676165.6875,428417.897589041,0.931071598769406,4612,39351.84102256
"23762765",1017678.22356164,1042099.125,1017678.22356164,0.904312300103958,3431,27524.9864652762
"23762767",1657952.35890411,1626784.375,1657952.35890411,0.888527709178002,1416,10954.5328476859
"23762769",1922693.38306849,1743589.625,1922693.38306849,0.869203456379303,1312,9708.41824406038
"23762771",1410899.43690411,1321941.625,1410899.43690411,0.855552074068948,1526,10942.4334809179
"23762773",1434322.00068493,1245472.625,1434322.00068493,0.848470813516032,2261,15950.1964612466
"23762775",484280.922164384,626905.3125,484280.922164384,0.829317648484389,611,4124.44339253227
"23762777",670172.812142466,773604.75,670172.812142466,0.808112271709313,619,3979.42003215342
"23762779",1326324.77013699,1043498.125,1326324.77013699,0.794884475530551,2142,13357.078716729
"23762781",493786.007753425,558717.6875,493786.007753425,0.765884493171392,742,4327.90362101644
"23762783",51861.1213726027,75283.640625,51861.1213726027,0.750504654097082,341,1919.73674291384
"23762785",207817.498569863,213883.0625,207817.498569863,0.598416697539409,1599,6343.06140017754
"23762787",17234.4629582466,14821.283203125,17234.4629582466,0.565493602729296,659,2423.1609751287
"23762789",199990.231273973,197692.484375,199990.231273973,0.502846718565059,4091,13020.2468302728
"23762791",162545.531112329,175845.96875,162545.531112329,0.418132814442241,5890,15428.9656035038
"23762793",13019.739750411,17374.50390625,13019.739750411,-0.150740222207292,1495,1055.30648924205
"23762795",42970.0956164384,94558.8203125,42970.0956164384,1.00077011817997,599,6000.59783191907
"23762797",237622.890410959,157860.125,237622.890410959,0.971390927661129,3758,35184.6328247462
"23762799",85773.4002739726,80994.8046875,85773.4002739726,0.953462201965358,4627,41567.6764602248
"23762801",NA,142110.6875,142110.6875,0.931879824761614,812,6941.28344343202
"23762803",208639.247671233,227646.359375,208639.247671233,0.76941776910481,2742,16123.8023720086
"23762805",170315.822465753,141690.90625,170315.822465753,0.742108596342688,1748,9652.8270662845
"23762807",NA,108178.328125,108178.328125,0.718693820488124,400,2092.84025900126
"23762809",602414.539726027,453101.40625,602414.539726027,0.717749964122099,1702,8886.6120960317
"23762811",202840.303561644,174220.765625,202840.303561644,0.685924524285474,1532,7432.80250465116
"23762813",142545.929589041,210123.765625,142545.929589041,0.671949371571801,589,2767.2843675627
"23762815",19666.7569315069,45336.21875,19666.7569315069,0.651779696894104,246,1103.26516342361
"23762817",253482.383013699,251067.796875,253482.383013699,0.641374591294016,660,2890.23072294109
"23762819",203506.456767123,217073.09375,203506.456767123,0.617736962159485,1254,5200.10476778001
"23762821",139591.423972603,145873.40625,139591.423972603,0.543097814223531,1074,3750.72508902169
"23762823",138907.133663014,128348.1171875,138907.133663014,0.513014868731419,1345,4382.70866564706
"23762825",5504.01467350685,21958.79296875,5504.01467350685,0.469804039681833,276,814.042874101168
"23762827",31056.465189863,47228.2578125,31056.465189863,0.358340532276107,653,1490.40612998613
"23762829",73608.742109589,56815.70703125,73608.742109589,0.242988479121528,3006,5261.67345927045
"23762831",NA,10808788,10808788,2.04216396411573,314,33482.3143859716
"23762833",17340257.1369863,17617714,17340257.1369863,2.02788266696487,1524,162506.118346455
"23762835",42691411.1589041,42075688,42691411.1589041,2.0269630401619,2964,315385.211034237
"23762837",64578229.4958904,62712708,64578229.4958904,2.02693350018554,5462,581146.040226785
"23762839",184169.985938712,1214197,184169.985938712,2.02670956091905,2168,230551.923495786
"23762841",47579331.3452055,46211240,47579331.3452055,2.02601586250234,3651,387639.275944444
"23762843",17948353.9726027,18045800,17948353.9726027,2.02533501901689,845,89575.9956297059
"23762845",NA,16232246,16232246,2.02504848091525,1913,202657.822683611
"23762847",11667452.9424658,12554214,11667452.9424658,2.00655089789912,845,85784.2536515146
"23762849",38454049.7506849,37613792,38454049.7506849,2.00647222278174,2403,243907.975531611
"23762851",24385339.9808219,24533376,24385339.9808219,2.00629059193253,1644,166798.630489866
"23762853",NA,323682.3125,323682.3125,0.857220638573674,58,417.491293552766
"23762855",209897.61369863,148228.953125,209897.61369863,0.857190409483763,1121,8068.69459421281
"23762857",11800.3446575342,34174.328125,11800.3446575342,0.656337287609679,1859,8425.5119252193
"23762859",665.916830136986,-3618.86840820312,665.916830136986,0.583600230418902,625,2395.7153873589
"23762861",1306.24463835616,11012.8544921875,1306.24463835616,0.565926365210654,778,2863.61487112368
"23762863",NA,-1922.00415039062,0,0.540213150175799,876,3038.82129017323
"23762865",NA,32365.2265625,32365.2265625,0.342242753789727,2398,5272.64658070829
"23762867",90564111.4520548,90729528,90564111.4520548,2.00476444054185,7586,766968.163258951
"23762869",68409958.3890411,67744464,68409958.3890411,2.00371884932873,5627,567538.991730399
"23762871",NA,28581.86328125,28581.86328125,0.465651979786677,53,154.830831683036
"23762873",17157.1693150685,14231.7783203125,17157.1693150685,0.465484318526649,4181,12213.2589519582
"23762875",67539.0410958904,50888.91796875,67539.0410958904,0.146719259446593,3081,4316.45006059367
"23762877",30403708.4465753,29356580,30403708.4465753,2.00333154498069,2089,210508.642532566
"23762879",NA,7040858,7040858,1.39210351197681,43,1060.65189058051
"23762881",15118415.1780822,14978686,15118415.1780822,1.39210351197681,1554,38331.3734584944
"23762883",3311099.20273973,3390588,3311099.20273973,1.38146215673632,280,6739.38851072151
"23762885",NA,7578924,7578924,1.37850476943669,2041,48791.8146435405
"23762887",NA,10564683,10564683,1.37760042129165,1725,41151.8795609282
"23762889",12501728.9589041,12234553,12501728.9589041,1.37650547100426,1752,41690.6741676012
"23762891",473235.854794521,675936.25,473235.854794521,1.37435637366103,2085,49369.7886887865
"23762893",NA,3308144,3308144,1.37165879355606,2052,48287.5490901401
"23762895",5823078.24657534,6031054.5,5823078.24657534,1.23597728257037,5047,86897.9998056424
"23762897",8285276.54794521,7920793,8285276.54794521,1.22546459430394,5734,96365.8303106193
"23762899",7166849.17808219,6765049.5,7166849.17808219,1.15834799228737,1923,27690.0844677296
"23762901",6619128.82191781,6378342,6619128.82191781,1.1362352335069,6725,92029.6163115867
"23762903",4875963.46027397,4734578,4875963.46027397,1.12533861003232,1758,23461.4405313039
"23762905",1696173.82191781,1781254.625,1696173.82191781,1.11970351118868,517,6810.67898413465
"23762907",1337589.92219178,1365103.75,1337589.92219178,1.10654075335022,315,4025.7832913657
"23762909",270295.366027397,760278.0625,270295.366027397,1.10420294917635,1745,22182.0911160695
"23762911",1939569.7890411,2033845.5,1939569.7890411,1.09794075812064,353,4422.99785789589
"23762913",3236120.39178082,3227606.25,3236120.39178082,1.09316660222998,1448,17944.7816928229
"23762915",5202373.80821918,5034376,5202373.80821918,1.08510022418558,4061,49401.2709281765
"23762917",5574868.02739726,5053978,5574868.02739726,1.07757037826811,11365,135873.350363508
"23762919",2347.21927726027,104452.421875,2347.21927726027,0.894511179194885,443,3474.73003267561
"23762921",750946.808219178,663782.5625,750946.808219178,0.830135809048144,5946,40211.7419674825
"23762923",191698.702191781,348314.71875,191698.702191781,0.780590579498109,7197,43425.9439013148
"23762925",2348466.28767123,2196123.5,2348466.28767123,0.901116672024623,2145,17082.6186448809
"23762927",NA,1802977.375,1802977.375,0.868657819208333,2039,15068.2652418137
"23762929",627231.920547945,789863.875,627231.920547945,0.842069322237296,7295,50708.5714379063
"23762931",97867.669890411,257004.40625,97867.669890411,0.73198524245572,978,5276.46323193337
"23762933",483997.453315069,656135.0625,483997.453315069,0.708090667365986,627,3201.69723647481
"23762935",2114.96213123014,188720.828125,2114.96213123014,0.684834848422169,1287,6228.6435283374
"23762937",111893.961205479,103592.46875,111893.961205479,0.398316537150886,5083,12717.3358978312
"23762939",1334719.57561644,1350291.625,1334719.57561644,0.898658772398905,447,3539.5979866102
"23762941",2216720.67945205,2142177.5,2216720.67945205,0.892032744588771,3827,29847.2048349125
"23762943",1744900.25589041,1677538,1744900.25589041,0.869747794333145,954,7067.79369386739
"23762945",179545.898630137,480610.96875,179545.898630137,0.860074326759949,1074,7781.53319216499
"23762947",1238415.22191781,1240138.75,1238415.22191781,0.849598658659687,1279,9046.21078473626
"23762949",92333.0268493151,204751.8125,92333.0268493151,0.668662959398731,546,2545.89465969599
"23762951",644310.904109589,591829.625,644310.904109589,0.65266893128618,2345,10539.6951304047
"23762953",281469.789863014,304599.6875,281469.789863014,0.538147597006125,1432,4944.61075855186
"23762955",9909.70561643836,70158,9909.70561643836,0.249982628404542,240,426.689599990867
"23762957",146517.131506849,109160.5234375,146517.131506849,0.245197224583152,4692,8253.51112352416
"23762959",374483.424657534,295534.4375,374483.424657534,1.18721545818445,3553,54677.7269115848
"23762961",86888.3087671233,131969.859375,86888.3087671233,1.18475439369685,1209,18500.265167622
"23762963",NA,511482.21875,511482.21875,1.17936019678341,350,5289.68927378111
"23762965",NA,363346.8125,363346.8125,1.17827927219768,1393,21000.7015153651
"23762967",NA,249844.84375,249844.84375,1.16418380927068,2236,32633.0970185297
"23762969",NA,301458.03125,301458.03125,1.15059867376158,4135,58488.9424447054
"23762971",138048.876164384,143160.96875,138048.876164384,1.1419954272858,5452,75604.9197546347
"23762973",161922.588739726,182050.390625,161922.588739726,1.07767411533659,18663,223177.310669554
"23762975",89.6550995432877,67053.78125,89.6550995432877,1.00880616838078,309,3153.32586409572
"23762977",13091.2175975342,36343.78515625,13091.2175975342,1.00869711843013,3315,33820.4153678825
"23762979",54555.1135068493,100853.3828125,54555.1135068493,0.999232411026912,2823,28179.8541924191
"23762981",5971.66725271233,10942.3173828125,5971.66725271233,0.986698026403925,999,9688.70144374131
"23762983",312623.731232877,304986.46875,312623.731232877,0.983919040383484,411,3960.64482540413
"23762985",8978.14881945206,38162.69140625,8978.14881945206,0.977954795632377,1267,12043.1266463979
"23762987",28563.7989041096,87443.3125,28563.7989041096,0.976003550077597,1759,16644.6957672859
"23762989",106664.582136986,66144.9609375,106664.582136986,0.828667855003904,1959,13204.0164975626
"23762991",452490.575342466,424595.6875,452490.575342466,0.582396506051248,10459,39987.650708944
