"COMID","FromNode","ToNode","Hydrosq","AreSqKM","cum_totco2g_day","TOT_urban16","TOT_forest16","TOT_wetland16","TOT_agrc16","TOT_shrub16","CAT_STREAM_LENGTH","CAT_STREAM_SLOPE","TOT_STREAM_LENGTH","TOT_STREAM_SLOPE","CAT_BASIN_AREA","TOT_BASIN_AREA","totco2g_day_fill","tdrainage_m2","cum_totco2g_day_tdm2"
"24425261",50226468,50128049,50148544,2.6289,0.0300314125382618,0,78.5,6.03,0,6.44,3.79,0.21,3.79,0.055409,2.63,2.63,0.0300314125382618,2.63e-06,11418.7880373619
"24425263",50226469,50128052,50148543,2.7882,0.0308241075258804,0,50.26,0,0,6.26,2.374,0.33,2.37,0.139241,2.79,2.79,0.0308241075258804,2.79e-06,11048.0672135772
"24425265",50128448,50128075,50080530,1.0989,0.0875891054116524,0,63.47,0,0,24.6,1.137,0.15,8.26,0.162228,1.1,7.02,0.0309627261978641,7.02e-06,4410.6447575305
"24425267",50226470,50128452,50148542,1.0035,0.00644758701671094,0,27.17,0,0,55.87,1.06,0.39,1.06,0.367925,1,1,0.00644758701671094,1e-06,6447.58701671094
"24425269",50226471,50128448,50148541,1.5165,0.0102138077290904,0,76.91,0,0,22.37,2.265,0.25,2.27,0.110132,1.52,1.52,0.0102138077290904,1.52e-06,6719.61034808578
"24425271",50128449,50128448,50092635,0.7992,0.0464125714846979,0,55.58,0,0,26.21,0.807,0.19,4.86,0.193416,0.8,4.41,0.0177124744064709,4.41e-06,4016.43410577571
"24425273",50226472,50128054,50148540,1.0899,0.0103626943842376,0,19.65,0,0,19.9,1.608,0.25,1.61,0.15528,1.09,1.09,0.0103626943842376,1.09e-06,9507.05906810788
"24425275",50128450,50128449,50111468,0.2133,0.0162719468921433,0,28.43,0,0,22.08,0.494,0.17,2.28,0.144737,0.21,1.52,0.00896800753401191,1.52e-06,5900.00495658679
"24425277",50128451,50128449,50111467,0.9396,0.0124281501860837,0,62.38,0,0,35.13,0.872,0.25,1.78,0.235955,0.94,2.09,0.00784077126750539,2.09e-06,3751.56519976334
"24425279",50226473,50128455,50148539,0.9981,0.00557498341380948,0,46.44,1.17,0,45.72,1.116,0.38,1.12,0.339286,1,1,0.00557498341380948,1e-06,5574.98341380948
"24425281",50226474,50128451,50148538,1.1511,0.00458737891857831,0,56.92,0,0,42.61,0.905,0.17,0.91,0.186813,1.15,1.15,0.00458737891857831,1.15e-06,3989.02514658984
"24425283",50226475,50128078,50148537,0.765,0.00558809806338389,2.6,42.59,0.82,0,9.41,1.004,0.16,1,0.16,0.77,0.77,0.00558809806338389,7.7e-07,7257.27021218687
"24425285",50226476,50128078,50148536,3.789,0.0200892070900102,0.31,32.57,1.16,0,26.53,3.371,0.12,3.37,0.035608,3.79,3.79,0.0200892070900102,3.79e-06,5300.58234564912
"24425287",50128452,50128456,50111466,1.998,0.0278015826973506,0,47.35,0,0,31.9,1.635,0.2,2.7,0.218519,2,3,0.0213539956806396,3e-06,7117.99856021321
"24425289",50128453,50128456,50080529,0.2898,0.309893836318587,0,38.57,0.47,0,21.51,0.534,0.01,12.26,0.08075,0.29,15.64,0.0377483938540901,1.564e-05,2413.58016969886
"24425291",50226477,50128453,50148535,1.9485,0.0165242707476822,0,60.92,1.39,0,24.9,2.068,0.21,2.07,0.101449,1.95,1.95,0.0165242707476822,1.95e-06,8473.9849988114
"24425293",50226478,50128450,50148534,1.3032,0.00730393935813142,0,20.17,0,0,23.83,1.781,0.16,1.78,0.089888,1.3,1.3,0.00730393935813142,1.3e-06,5618.41489087032
"24425295",50226479,50128454,50148533,5.0706,0.038506384937735,0,17.09,0.09,0,21.71,2.946,0.18,2.95,0.061017,5.07,5.07,0.038506384937735,5.07e-06,7594.94771947437
"24425297",50226480,50128457,50148532,1.2015,0.00832628550968433,0,43.14,0,0,44.04,1.726,0.28,1.73,0.16185,1.2,1.2,0.00832628550968433,1.2e-06,6938.57125807027
"24425299",50128454,50128457,50111465,0.0747,0.131618616707863,0,15.05,0.05,0,24.3,0.193,0.12,6.33,0.06951,0.07,9.45,0.0659410512371544,9.45e-06,6977.8890198047
"24425301",50226481,50128076,50148531,3.501,0.0253188970607142,4.88,74.81,0,0,6.07,2.709,0.17,2.71,0.062731,3.5,3.5,0.0253188970607142,3.5e-06,7233.97058877548
"24425303",50128455,50128458,50111464,0.8253,0.0188210974646614,0,67.08,1.53,0,27.74,1.056,0.16,2.17,0.248848,0.83,1.82,0.0132461140508519,1.82e-06,7278.08464332522
"24425305",50128456,50128458,50071837,1.1358,0.467841332919254,0,43.11,0.58,0,21.92,1.052,0.02,16.01,0.099938,1.14,19.78,0.130145913903317,1.978e-05,6579.67208813533
"24425307",50128457,50128453,50092634,2.7522,0.255621171716814,0,34.09,0.26,0,21.48,1.605,0.05,9.66,0.07971,2.75,13.4,0.115676269499267,1.34e-05,8632.55742531845
"24425309",50128458,50128082,50065232,1.2798,0.644484210784724,0.02,47.95,0.65,0,21.38,1.285,0.04,19.46,0.112025,1.28,22.88,0.157821780400808,2.288e-05,6897.80508744792
"24425311",50226482,50128080,50148530,1.3698,3.10078021401494e-05,2.5,85.09,6.83,0,5.58,0.851,0.01,0.85,0.011765,1.37,1.37,3.10078021401494e-05,1.37e-06,22.6334322190872
"24425313",50226483,50128077,50148529,1.2357,0.00851031192252417,5.17,73.93,1.31,0,19.59,2.289,0.12,2.29,0.052402,1.24,1.24,0.00851031192252417,1.24e-06,6863.15477622917
"24425315",50226484,50128085,50148528,0.6912,0.00823217319394815,0,92.45,0,0,7.55,1.795,0.17,1.8,0.094444,0.69,0.69,0.00823217319394815,6.9e-07,11930.6857883307
"24425317",50226485,50128454,50148527,4.302,0.0271711805329734,0,11.15,0,0,27.78,3.188,0.14,3.19,0.043887,4.3,4.3,0.0271711805329734,4.3e-06,6318.87919371474
"24425319",50226486,50128086,50148526,0.6453,0.00645128443852434,0,87.03,0.7,0,12.27,1.361,0.18,1.36,0.132353,0.65,0.65,0.00645128443852434,6.5e-07,9925.05298234514
"24425321",50226487,50128081,50148525,3.4173,0.0278380878566116,2.37,95.08,0.6,0,1.95,2.446,0.14,2.45,0.057143,3.42,3.42,0.0278380878566116,3.42e-06,8139.79177093908
"24425323",50128459,50128088,50111463,0.5877,0.0132300302717023,0,64.37,0,0,28.8,1.186,0.23,1.45,0.158621,0.59,1.49,0.0113920226476248,1.49e-06,7645.6527836408
"24425325",50226488,50128087,50148524,1.1484,0.0139655718408023,0,89.42,0,0,0.55,1.152,0.19,1.15,0.165217,1.15,1.15,0.0139655718408023,1.15e-06,12143.9755137412
"24425327",50226489,50128083,50148523,2.5236,0.0168197491952391,0,77.67,0.47,0,17.01,2.598,0.16,2.6,0.061538,2.52,2.52,0.0168197491952391,2.52e-06,6674.50364890442
"24425329",50226490,50128084,50148522,2.2257,0.0196930488401153,0,89.2,1.58,0,7.48,2.385,0.17,2.39,0.07113,2.23,2.23,0.0196930488401153,2.23e-06,8830.96360543289
"24425331",50128460,50128079,50111462,8.5347,0.0623267601355253,0.76,77.92,0.51,0,13.04,5.513,0.09,5.71,0.019264,8.53,9.11,0.0623252808713787,9.11e-06,6841.41392660578
"24425333",50128461,50128009,50111461,1.1979,0.0938932879053765,7.48,73.88,2.15,0,12.04,1.119,0,5.45,0.00367,1.2,14.92,0.0366430806563077,1.492e-05,2455.97055337183
"24425335",50128462,50128010,50111460,1.2717,0.0252958715824224,7.53,71.69,0,0,14.46,0.487,0.01,3.19,0.065831,1.27,3.83,0.00693021510749608,3.83e-06,1809.45564164388
"24425337",50128463,50128011,50111459,0.2835,0.0160245271343607,6.08,71.03,0,0,16.96,0.31,0.03,2.36,0.148305,0.28,1.91,0.005701418929738,1.91e-06,2985.03608886806
"24425339",50128464,50128012,50111458,0.4464,0.0236668845644887,9.39,74.83,0.57,0,8.79,0.461,0,2.6,0.111538,0.45,2.36,0.0083719139345299,2.36e-06,3547.42115869911
"24425341",50128465,50128013,50092633,0.1512,0.0469769042737095,3.84,78.49,2.3,0,12.68,0.352,0,4.96,0.145161,0.15,3.14,0.00996145293780471,3.14e-06,3172.43724133908
"24425343",50128466,50128025,50111457,0.2862,0.015667641298339,3.79,91.8,0.74,0,1.36,0.172,0.02,2,0.135,0.29,1.59,0.00269257045579955,1.59e-06,1693.44053823871
"24425345",50128467,50127874,50111456,0.2511,0.022705224625763,1.11,79.41,0.07,0,15.12,0.209,0,2.05,0.185366,0.25,1.38,0.0114006900431145,1.38e-06,8261.36959645977
"24425347",50128468,50127875,50111455,0.4599,0.0282091668408641,1.68,60.71,0,0,25.58,0.324,0.01,2.37,0.156118,0.46,2.03,0.0161343277063934,2.03e-06,7947.94468295241
"24425349",50128469,50127876,50080528,0.7236,0.0714765136734764,1.3,81.56,7.67,0,0.69,0.684,0,6.01,0.104825,0.72,4.16,0.0449263126792682,4.16e-06,10799.5943940548
"24425351",50128470,50127879,50080527,1.1547,0.379329337626684,2.76,92.15,0.66,0,0.84,0.646,0,9.76,0.03791,1.15,10.85,0.0812362271739328,1.085e-05,7487.20987778182
"24425353",50128471,50127879,50092632,0.7335,0.156748850108283,0,71.34,0.02,0,14.91,0.641,0,5.51,0.068966,0.73,7.24,0.0614907523501522,7.24e-06,8493.19783841882
"24425355",50128472,50127880,50111454,0.4473,0.0546459196934794,0,85.89,0.9,0,3.78,0.34,0,2.39,0.100418,0.45,2.5,0.0266065685647912,2.5e-06,10642.6274259165
"24425357",50128473,50127881,50055700,0.0369,0.45719892744331,0,90.19,0.99,0,6.28,0.176,0,11.25,0.120889,0.04,9.99,0.045789269784701,9.99e-06,4583.51048895906
"24425359",50128474,50127975,50092631,0.3213,0.00407636826163935,6.35,50.85,0,0,28.78,0.226,0.24,3.24,0.197531,0.32,1.8,0.00126927619117642,1.8e-06,705.153439542456
"24425361",50128475,50127976,50111453,0.0216,0.00911355380753153,3.4,77.95,0,0,17.46,0.1,0.46,1.63,0.441718,0.02,2.49,0.00465144783607886,2.49e-06,1868.05133979071
"24425367",50128476,50127686,50071836,0,0.00361367441586636,21.7,0,36.03,31.29,9.54,0.037,0,4.75,0.004211,0,1.61,0.00361142914168446,1.61e-06,2243.12369048724
"24425369",50128477,50127684,50080526,0.0018,0.0112353985438543,18.34,0,0.22,69.32,11.74,0.029,0.01,5.24,0.007634,0,18.27,0.0102072901036038,1.827e-05,558.691302879247
"24425371",50128478,50127677,50008081,0.0018,826.282111198185,3.27,65.8,1.08,3.71,17.18,0.055,0,2188.26,0.057603,0,2849.47,0.609788735097142,0.00284947,214.000756315084
"24425373",50128479,50127814,50080525,0.0441,0.104265300563534,0,93.43,1.94,0,3.53,0.196,0.01,3.76,0.069149,0.04,3.67,0.000647121711770378,3.67e-06,176.327441899286
"24425375",50128480,50127814,50111452,0.0099,0.00702186049320658,0,97.77,0.56,0,0,0.067,0.04,0.63,0.206349,0.01,0.65,0.00147326881786565,6.5e-07,2266.567412101
"24425377",50128481,50127813,50071835,0.0783,0.1893115559652,0,96.85,0.6,0,1.07,0.101,0.02,8.32,0.069712,0.08,6.88,0.0190127708368313,6.88e-06,2763.48413326036
"24425379",50128482,50128251,50092630,0.0738,0.0709582384003639,2.72,87.46,0.6,0,9.12,0.084,0.03,5.07,0.128205,0.07,5.57,0.00219942074702167,5.57e-06,394.869074869241
"24425381",50226491,50128304,50148521,1.9764,0.00875106230508659,0,67.08,0.51,0,18.85,0.707,0,0.71,0,1.98,1.98,0.00875106230508659,1.98e-06,4419.72843691242
"24425383",50226492,50128319,50148520,2.3499,0.00863675216126212,0,86.51,1.5,0,1.88,0.533,0,0.53,0,2.35,2.35,0.00863675216126212,2.35e-06,3675.21368564346
"24425385",50128483,50128323,50111451,0.0864,0.00658533982545229,0,92.86,2.23,0,0.22,0.1,0.08,0.63,0.571429,0.09,0.4,0.00031829785970713,4e-07,795.744649267825
"24425387",50128484,50128302,50092629,0.1422,0.0412660725657043,0,92.12,3.03,0,2.13,0.137,0.03,1.57,0.101911,0.14,1.9,0.0108949574015163,1.9e-06,5734.18810606123
"24425389",50226493,50127886,50148519,2.8413,0.0166892047183,0,53.88,0.19,0,20.94,1.17,0,1.17,0,2.84,2.84,0.0166892047183,2.84e-06,5876.48053461266
"24425391",50128485,50128057,50111450,0,0.00391169883197377,1.94,88,1.39,0,8.33,0.03,0.1,1.74,0.08046,0,1.3,0.00318199182359817,1.3e-06,2447.68601815244
"24425393",50128486,50128398,50111449,0.6912,0.0324290688973132,3.36,79.04,0.12,0,10.45,0.113,0,2.04,0.088235,0.69,3.11,0.00287279267067838,3.11e-06,923.727546841924
"24425395",50128487,50128060,50092628,0.0063,0.103112866517002,3.7,74.25,0.68,0,20.72,0.042,0.15,7.64,0.066754,0.01,8.89,0.0108853257708513,8.89e-06,1224.44609345909
"24425415",50128489,50128491,50008249,0.027,821.490182817893,3.23,65.83,1.08,3.71,17.19,0.395,0,2186.86,0.05764,0.03,2848.4,1.83907270907291,0.0028484,645.651140665957
"24425415",50128489,50128491,50008249,0.027,821.490182817893,3.23,65.83,1.08,3.71,17.19,0.395,0,2186.86,0.05764,0.03,2848.4,1.83907270907291,0.0028484,645.651140665957
"24425417",50128490,50128430,50008350,0.0117,812.42657099161,3.21,65.85,1.08,3.71,17.19,0.05,0.01,2185.25,0.057682,0.01,2847.65,0.320915968745646,0.00284765,112.695018259142
"24425419",50128491,50128435,50008215,0.027,823.650769567549,3.23,65.83,1.08,3.71,17.19,0.171,0,2187.03,0.057635,0.03,2848.42,0.765642914249923,0.00284842,268.795653116438
"24425419",50128491,50128435,50008215,0.027,823.650769567549,3.23,65.83,1.08,3.71,17.19,0.171,0,2187.03,0.057635,0.03,2848.42,0.765642914249923,0.00284842,268.795653116438
"24425515",50128494,50128495,50009507,2.673,772.025667795509,2.82,73.11,1.07,0.85,14.98,0.667,0,1938.13,0.061172,2.67,2489.86,1.73134132375765,0.00248986,695.356897077606
"24425517",50128495,50128498,50009452,0.9099,776.908790580192,2.82,73.09,1.08,0.87,14.98,1.135,0,1939.26,0.061137,0.91,2490.77,2.48700970152681,0.00249077,998.490306823515
"24425517",50128495,50128498,50009452,0.9099,776.908790580192,2.82,73.09,1.08,0.87,14.98,1.135,0,1939.26,0.061137,0.91,2490.77,2.48700970152681,0.00249077,998.490306823515
"24425519",50128496,50128494,50009561,0.0612,770.294326471752,2.79,73.19,1.07,0.8,14.98,0.056,0,1937.46,0.061194,0.06,2487.18,0.195602122226956,0.00248718,78.6441360202945
"24425525",50128498,50127703,50009396,0.0036,777.187889908523,2.82,73.09,1.08,0.87,14.98,0.029,0,1939.29,0.061136,0,2490.77,0.279099328331458,0.00249077,112.053432605764
"24425527",50128499,50128501,50010660,0.0099,735.501345971374,2.73,73.82,1.02,0.36,14.94,0.072,0,1926.12,0.061466,0.01,2465.91,0.320632680873903,0.00246591,130.026108363202
"24425527",50128499,50128501,50010660,0.0099,735.501345971374,2.73,73.82,1.02,0.36,14.94,0.072,0,1926.12,0.061466,0.01,2465.91,0.320632680873903,0.00246591,130.026108363202
"24425529",50128500,50128504,50010593,0.0081,738.833241760066,2.74,73.8,1.02,0.37,14.94,0.102,0.01,1926.67,0.061453,0.01,2466.61,0.557669788649662,0.00246661,226.087540652824
"24425529",50128500,50128504,50010593,0.0081,738.833241760066,2.74,73.8,1.02,0.37,14.94,0.102,0.01,1926.67,0.061453,0.01,2466.61,0.557669788649662,0.00246661,226.087540652824
"24425531",50128501,50128502,50010592,0.9351,736.75728770974,2.75,73.79,1.02,0.38,14.94,0.233,0,1926.35,0.061458,0.94,2466.85,0.259311301559981,0.00246685,105.118390481781
"24425531",50128501,50128502,50010592,0.9351,736.75728770974,2.75,73.79,1.02,0.38,14.94,0.233,0,1926.35,0.061458,0.94,2466.85,0.259311301559981,0.00246685,105.118390481781
"24425533",50128502,50128503,50010459,0.0144,738.603438808293,2.75,73.79,1.02,0.38,14.94,0.107,0.02,1926.78,0.061455,0.01,2466.86,0.557195051078125,0.00246686,225.872182076861
"24425535",50128503,50128506,50010391,0.0117,740.196002375476,2.75,73.79,1.02,0.38,14.94,0.07,0.01,1926.85,0.061458,0.01,2466.88,0.323414148002646,0.00246688,131.102505189813
"24425535",50128503,50128506,50010391,0.0117,740.196002375476,2.75,73.79,1.02,0.38,14.94,0.07,0.01,1926.85,0.061458,0.01,2466.88,0.323414148002646,0.00246688,131.102505189813
"24425537",50128504,50128505,50010458,0.0378,742.453461587507,2.74,73.8,1.02,0.37,14.94,0.33,0.01,1927.28,0.061439,0.04,2466.67,1.07532204160051,0.00246667,435.940779107263
"24425539",50128505,50128507,50010328,0.0081,745.121103061952,2.75,73.77,1.02,0.39,14.94,0.105,0,1928.07,0.061424,0.01,2467.64,0.517882856184219,0.00246764,209.869695816334
"24425541",50128506,50128521,50010327,1.305,742.538294499668,2.75,73.75,1.02,0.39,14.94,0.399,0,1927.25,0.061445,1.31,2468.18,0.938498786151221,0.00246818,380.239198985172
"24425541",50128506,50128521,50010327,1.305,742.538294499668,2.75,73.75,1.02,0.39,14.94,0.399,0,1927.25,0.061445,1.31,2468.18,0.938498786151221,0.00246818,380.239198985172
"24425543",50128507,50128521,50010264,0.0369,748.896777797461,2.75,73.77,1.02,0.39,14.94,0.333,0.01,1928.63,0.061417,0.04,2467.68,1.43338261131662,0.00246768,580.862434074362
"24425545",50128508,50128509,50009959,0.6471,758.223298108472,2.77,73.54,1.06,0.5,14.96,0.401,0,1933.23,0.061296,0.65,2475.36,1.05460075720856,0.00247536,426.039346684346
"24425545",50128508,50128509,50009959,0.6471,758.223298108472,2.77,73.54,1.06,0.5,14.96,0.401,0,1933.23,0.061296,0.65,2475.36,1.05460075720856,0.00247536,426.039346684346
"24425547",50128509,50128510,50009779,1.1871,763.662505529631,2.78,73.5,1.06,0.52,14.96,0.674,0.01,1934.51,0.061271,1.19,2476.75,1.99958607822991,0.00247675,807.342718574709
"24425549",50128510,50127707,50009723,0.2844,763.70297253644,2.79,73.49,1.06,0.52,14.96,0.27,0,1934.78,0.061263,0.28,2477.03,0.0404670068092401,0.00247703,16.3369062180273
"24425553",50128512,50128504,50010522,0.0153,738.046243757215,2.73,73.82,1.02,0.36,14.94,0.093,0,1926.33,0.061459,0.02,2465.93,0.36726240751246,0.00246593,148.934644338023
"24425553",50128512,50128504,50010522,0.0153,738.046243757215,2.73,73.82,1.02,0.36,14.94,0.093,0,1926.33,0.061459,0.02,2465.93,0.36726240751246,0.00246593,148.934644338023
"24425567",50128519,50127709,50009899,6.3153,759.495539716332,2.78,73.37,1.06,0.66,14.97,0.054,0,1933.18,0.061298,6.32,2481.21,0.124101700754695,0.00248121,50.0166051058537
"24425567",50128519,50127709,50009899,6.3153,759.495539716332,2.78,73.37,1.06,0.66,14.97,0.054,0,1933.18,0.061298,6.32,2481.21,0.124101700754695,0.00248121,50.0166051058537
"24425571",50128521,50128522,50010199,0.1305,749.683899126735,2.75,73.73,1.02,0.41,14.94,0.294,0.01,1929.32,0.0614,0.13,2469.12,0.787121329274794,0.00246912,318.786178587835
"24425573",50128522,50128523,50010139,2.8521,752.629671787071,2.76,73.62,1.05,0.45,14.95,0.976,0.01,1931.57,0.061339,2.85,2472.56,2.94577266033597,0.00247256,1191.38571372827
"24425575",50128523,50128524,50010079,0.8694,754.937544609393,2.77,73.6,1.05,0.47,14.95,0.458,0,1932.02,0.061324,0.87,2473.43,1.03163542342536,0.00247343,417.086969683945
"24425575",50128523,50128524,50010079,0.8694,754.937544609393,2.77,73.6,1.05,0.47,14.95,0.458,0,1932.02,0.061324,0.87,2473.43,1.03163542342536,0.00247343,417.086969683945
"24425577",50128524,50128508,50010015,1.134,756.182598927919,2.77,73.56,1.05,0.49,14.96,0.313,0.01,1932.83,0.061309,1.13,2474.71,1.24505431852604,0.00247471,503.111200312779
"24425579",50128525,50128499,50010728,10.44,733.999842059381,2.73,73.82,1.02,0.36,14.94,3.133,0.01,1926.05,0.061468,10.44,2465.9,9.03092448037009,0.0024659,3662.32389000774
"24425585",50128527,50128509,50009837,0.0027,761.662919451401,2.77,73.55,1.06,0.49,14.95,0.071,0,1933.44,0.0613,0,2474.91,0.678797023763435,0.00247491,274.271397248157
"24425585",50128527,50128509,50009837,0.0027,761.662919451401,2.77,73.55,1.06,0.49,14.95,0.071,0,1933.44,0.0613,0,2474.91,0.678797023763435,0.00247491,274.271397248157
"24425677",50128530,50127878,50044029,0.2043,7.07166785951047,1.07,90.63,1.13,0,3.47,0.588,0,51.18,0.088316,0.2,62.01,0.651395614362846,6.201e-05,10504.6865725342
"24425693",50226494,50128412,50148518,1.6713,0.000135104428637805,0,0,0,0,28.33,1.512,0.06,1.51,0.039735,1.67,1.67,0.000135104428637805,1.67e-06,80.9008554717394
"25006775",50232623,50103642,50142401,8.4834,6.47753371726791e-05,2.79,0.33,0,48.19,9.53,3.649,0.03,3.65,0.008219,8.48,8.48,6.47753371726791e-05,8.48e-06,7.63860108168386
"25006779",50232624,50103252,50142400,0.8271,0.00367670354160981,9.25,85.31,0.11,0,0,0.224,0,0.22,0,0.83,0.83,0.00367670354160981,8.3e-07,4429.76330314435
"25006781",50232625,50103194,50142399,0.6327,0.002914250769032,0,72.55,0,0,10.38,0.205,0,0.21,0,0.63,0.63,0.002914250769032,6.3e-07,4625.79487147936
"25006783",50232626,50103199,50142398,0.4851,0.00337026074562144,0,59,0,0,30.98,0.234,0,0.23,0,0.49,0.49,0.00337026074562144,4.9e-07,6878.08315432947
"25006787",50232627,50103226,50142397,0.3339,0.00420001454928624,7.01,85.71,0,0,2.16,0.221,0.44,0.22,2,0.33,0.33,0.00420001454928624,3.3e-07,12727.3168160189
"25006789",50232628,50103209,50142396,2.6874,0.000752008085741013,0,85.77,0.03,0,7.2,0.174,0.01,0.17,0.058824,2.69,2.69,0.000752008085741013,2.69e-06,279.556909197402
"25006791",50232629,50103192,50142395,0.36,0.00340618097239001,0,17.25,0,0,62.75,0.269,0,0.27,0,0.36,0.36,0.00340618097239001,3.6e-07,9461.61381219447
"25006793",50232630,50103189,50142394,0.2646,0.00290984985197926,0,12.59,0,0,57.48,0.164,0,0.16,0,0.26,0.26,0.00290984985197926,2.6e-07,11191.7301999202
"25006795",50232631,50102828,50142393,0.8442,0.00403333316941242,0,44.45,0,0,27.29,0.273,0,0.27,0,0.84,0.84,0.00403333316941242,8.4e-07,4801.58710644336
"25006797",50232632,50103179,50142392,0.2421,0.00162309609051363,0,44.98,0,0,42.38,0.148,0,0.15,0,0.24,0.24,0.00162309609051363,2.4e-07,6762.90037714011
"25006799",50232633,50103184,50142391,0.7875,0.00462860834494046,0,81.83,0,0,12.34,0.298,0,0.3,0,0.79,0.79,0.00462860834494046,7.9e-07,5858.99790498793
"25006801",50232634,50103171,50142390,0.396,0.00278829519592377,0,78.18,6.59,0,13.64,0.174,0,0.17,0,0.4,0.4,0.00278829519592377,4e-07,6970.73798980943
"25006803",50232635,50102782,50142389,0.9441,0.0219100377380161,0,0,0,0,0.95,1.305,0.43,1.31,0.328244,0.94,0.94,0.0219100377380161,9.4e-07,23308.5507851235
"25006807",50232636,50103167,50142388,0.6912,0.0155403948247851,0,0,0,0,1.3,0.576,0.31,0.58,0.534483,0.69,0.69,0.0155403948247851,6.9e-07,22522.3113402683
"25006811",50232637,50103162,50142387,0.2349,0.000702009231327448,0,1.53,0,0,4.21,0.155,0.15,0.16,0.9375,0.23,0.23,0.000702009231327448,2.3e-07,3052.21404924978
"25006813",50232638,50103185,50142386,0.3006,0.00383297222865162,0,87.13,0,0,1.8,0.259,0.01,0.26,0.038462,0.3,0.3,0.00383297222865162,3e-07,12776.5740955054
"25006815",50232639,50102785,50142385,0.5427,2.81538772080846e-05,0,72.31,0,0,8.29,0.263,0.02,0.26,0.076923,0.54,0.54,2.81538772080846e-05,5.4e-07,52.1368096446011
"25006817",50232640,50103216,50142384,0.6678,0.000459232683146056,0,94.88,0.94,0,2.29,0.226,0.04,0.23,0.173913,0.67,0.67,0.000459232683146056,6.7e-07,685.421915143368
"25006819",50232641,50103157,50142383,0.7497,0.00105272431551921,0,79.95,0,0,14.77,0.248,0.06,0.25,0.24,0.75,0.75,0.00105272431551921,7.5e-07,1403.63242069227
"25006821",50232642,50103155,50142382,0.2376,0.00240839364030111,0,88.26,0,0,1.14,0.182,0,0.18,0,0.24,0.24,0.00240839364030111,2.4e-07,10034.9735012546
"25006823",50232643,50102748,50142381,0.1584,0.00253719479751586,0,39.2,0,0,24.43,0.16,0,0.16,0,0.16,0.16,0.00253719479751586,1.6e-07,15857.4674844741
"25006825",50232644,50103156,50142380,0.7155,0.00316366117534287,0,6.79,0,0,5.91,0.304,0,0.3,0,0.72,0.72,0.00316366117534287,7.2e-07,4393.97385464288
"25006827",50232645,50103165,50142379,0.5058,0.0021813061926133,0,38.43,0,0,25.98,0.271,0,0.27,0,0.51,0.51,0.0021813061926133,5.1e-07,4277.07096590844
"25006829",50232646,50103405,50142378,0.2376,0.00048891343153524,5.3,89.77,0,0,0.38,0.109,0.17,0.11,1.545455,0.24,0.24,0.00048891343153524,2.4e-07,2037.1392980635
"25006831",50232647,50103301,50142377,2.763,1.53266106442404e-05,4.4,70.88,2.7,0.07,20.39,0.311,0.01,0.31,0.032258,2.76,2.76,1.53266106442404e-05,2.76e-06,5.55311979863784
"25007310",50232648,50128242,50142376,0.5427,0.00249069001208816,0,85.41,0,0,12.6,0.204,0.01,0.2,0.05,0.54,0.54,0.00249069001208816,5.4e-07,4612.38891127437
"25007312",50232649,50128241,50142375,0.4473,0.00327521494447209,0,95.17,0,0,0,0.267,0,0.27,0,0.45,0.45,0.00327521494447209,4.5e-07,7278.25543216019
"25007314",50232650,50128256,50142374,1.2798,1.74608780765173e-05,0,24.19,0.35,1.97,41.63,0.191,0.01,0.19,0.052632,1.28,1.28,1.74608780765173e-05,1.28e-06,13.6413109972791
"25007316",50232651,50128156,50142373,1.5579,0.00150521067400882,0,40.32,1.04,0,34.72,0.161,0,0.16,0,1.56,1.56,0.00150521067400882,1.56e-06,964.878637185139
"25007318",50232652,50128307,50142372,0.3411,0.00384840168039264,0,82.85,0,0,3.96,0.205,0,0.21,0,0.34,0.34,0.00384840168039264,3.4e-07,11318.8284717431
"25007320",50232653,50127848,50142371,0.4455,0.00174896752034611,0,55.56,0.2,0,23.03,0.215,0,0.22,0,0.45,0.45,0.00174896752034611,4.5e-07,3886.59448965802
"25007322",50232654,50128184,50142370,0.441,0.00314520294151514,0,42.45,0,0,55.51,0.192,0,0.19,0,0.44,0.44,0.00314520294151514,4.4e-07,7148.18850344351
"25007324",50232655,50128328,50142369,0.2079,0.00249826603487536,0,94.37,3.03,0,0.87,0.286,0,0.29,0,0.21,0.21,0.00249826603487536,2.1e-07,11896.5049279779
"25007326",50232656,50128324,50142368,0.4689,0.00361664077582823,0,86.37,0,0,4.41,0.213,0,0.21,0,0.47,0.47,0.00361664077582823,4.7e-07,7694.98037410262
"25007328",50232657,50128325,50142367,0.441,0.00278200150700715,2.25,81.43,0,0,8.37,0.188,0,0.19,0,0.44,0.44,0.00278200150700715,4.4e-07,6322.73069774352
"25007330",50232658,50128338,50142366,0.6552,0.00539355387331599,0,53.57,0,0,35.71,0.334,0,0.33,0,0.66,0.66,0.00539355387331599,6.6e-07,8172.05132320605
"25007332",50232659,50128021,50142365,0.9747,0.0106265152782646,0,76.82,1.75,0,10.8,0.416,0,0.42,0,0.97,0.97,0.0106265152782646,9.7e-07,10955.1703899635
"25007336",50232660,50128383,50142364,2.7882,0.00698666731292666,0,95.74,0.23,0,0.1,0.3,0,0.3,0,2.79,2.79,0.00698666731292666,2.79e-06,2504.1818325902
